PLAYER,TEAM,GP,W,L,MIN,Touches,PaintTouches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
Thanasis Antetokounmpo,MIL,8,4,4,20,22,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0
Timothe Luwawu-Cabarrot,ATL,4,0,4,22,28,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tobias Harris,PHI,12,6,6,466,721,26,9,16,56.3,6,6,100.0,24,92.3,6,23.1,1,3.8,1,3.8,3,11.5
Tony Bradley,CHI,2,0,2,8,15,4,4,4,100.0,0,0,0.0,8,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Torrey Craig,PHX,9,5,4,69,89,6,3,4,75.0,0,0,0.0,6,100.0,1,16.7,0,0.0,0,0.0,0,0.0
Trae Young,ATL,5,1,4,187,379,2,1,2,50.0,0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0
Trey Burke,DAL,10,6,4,37,76,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Trey Murphy III,NOP,6,2,4,120,96,4,0,0,0.0,3,4,75.0,3,75.0,2,50.0,0,0.0,0,0.0,1,25.0
Tristan Thompson,CHI,5,1,4,38,35,6,2,4,50.0,0,0,0.0,4,66.7,1,16.7,1,16.7,1,16.7,0,0.0
Troy Brown Jr.,CHI,3,0,3,37,56,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Tyler Herro,MIA,15,10,5,381,716,7,4,6,66.7,0,0,0.0,8,114.3,1,14.3,0,0.0,0,0.0,0,0.0
Tyrese Maxey,PHI,12,6,6,485,956,3,1,2,50.0,0,0,0.0,2,66.7,0,0.0,0,0.0,1,33.3,0,0.0
Tyus Jones,MEM,12,6,6,262,643,5,3,4,75.0,2,2,100.0,9,180.0,0,0.0,0,0.0,0,0.0,1,20.0
Victor Oladipo,MIA,15,9,6,368,633,10,3,5,60.0,2,4,50.0,8,80.0,3,30.0,1,10.0,0,0.0,2,20.0
Vlatko Cancar,DEN,2,0,2,9,21,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wesley Matthews,MIL,12,7,5,345,280,13,2,4,50.0,0,0,0.0,4,30.8,7,53.8,3,23.1,1,7.7,0,0.0
Will Barton,DEN,5,1,4,172,283,6,4,4,100.0,0,0,0.0,8,133.3,2,33.3,0,0.0,0,0.0,0,0.0
Willy Hernangomez,NOP,1,1,0,2,6,3,1,3,33.3,0,0,0.0,2,66.7,0,0.0,0,0.0,0,0.0,0,0.0
Xavier Tillman,MEM,9,6,3,139,205,33,12,15,80.0,1,4,25.0,27,81.8,12,36.4,1,3.0,4,12.1,2,6.1
Yuta Watanabe,TOR,4,2,2,10,16,1,1,1,100.0,0,0,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0
Zach LaVine,CHI,4,1,3,153,261,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0
Zeke Nnaji,DEN,2,0,2,9,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ziaire Williams,MEM,10,5,5,168,180,11,8,9,88.9,0,0,0.0,17,154.5,2,18.2,0,0.0,0,0.0,0,0.0
