PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
Max Strus,MIA,29,14,15,914,46,17,58,29.3,12,44,27.3,39.7
Maxi Kleber,DAL,22,13,9,564,2,1,4,25.0,0,2,0.0,25.0
McKinley Wright IV,DAL,2,1,1,8,2,1,2,50.0,0,1,0.0,50.0
Mfiondu Kabengele,BOS,1,1,0,8,0,0,0,-,0,0,-,-
Micah Potter,UTA,2,1,1,12,0,0,0,-,-,-,-,-
Michael Foster Jr.,PHI,1,1,0,1,0,0,0,-,-,-,-,-
Michael Porter Jr.,DEN,16,9,7,465,66,26,66,39.4,14,34,41.2,50.0
Mikal Bridges,PHX,30,18,12,1098,81,39,89,43.8,3,9,33.3,45.5
Mike Conley,UTA,21,13,8,608,71,26,86,30.2,19,61,31.1,41.3
Mike Muscala,OKC,20,7,13,245,6,3,4,75.0,0,0,-,75.0
Miles McBride,NYK,18,11,7,194,9,4,15,26.7,1,7,14.3,30.0
Mitchell Robinson,NYK,22,13,9,545,0,0,0,-,-,-,-,-
Mo Bamba,ORL,25,11,14,474,0,0,6,0.0,0,3,0.0,0.0
Monte Morris,WAS,26,10,16,730,94,41,89,46.1,12,28,42.9,52.8
Montrezl Harrell,PHI,24,13,11,279,0,0,1,0.0,-,-,-,0.0
Moritz Wagner,ORL,13,6,7,340,0,0,2,0.0,0,1,0.0,0.0
Moses Brown,LAC,24,12,12,162,0,0,0,-,-,-,-,-
Moses Moody,GSW,26,12,14,383,15,6,14,42.9,3,8,37.5,53.6
Moussa Diabate,LAC,8,3,5,90,0,0,1,0.0,-,-,-,0.0
Myles Turner,IND,25,12,13,741,10,4,16,25.0,2,5,40.0,31.3
Naji Marshall,NOP,27,16,11,597,15,7,22,31.8,1,5,20.0,34.1
Nassir Little,POR,21,11,10,321,23,10,26,38.5,3,8,37.5,44.2
Nathan Knight,MIN,13,6,7,68,0,0,0,-,0,0,-,-
Naz Reid,MIN,24,11,13,376,2,1,9,11.1,0,5,0.0,11.1
Neemias Queta,SAC,1,0,1,2,0,0,0,-,-,-,-,-
Nerlens Noel,DET,6,0,6,62,0,0,1,0.0,-,-,-,0.0
Nic Claxton,BKN,28,16,12,779,0,0,0,-,0,0,-,-
Nick Richards,CHA,30,7,23,575,0,0,2,0.0,-,-,-,0.0
Nickeil Alexander-Walker,UTA,21,11,10,317,39,16,36,44.4,7,18,38.9,54.2
Nicolas Batum,LAC,32,18,14,670,18,6,10,60.0,6,7,85.7,90.0
Nikola Jokic,DEN,26,17,9,855,36,15,28,53.6,6,13,46.2,64.3
Nikola Jovic,MIA,12,5,7,184,0,0,3,0.0,0,0,-,0.0
Nikola Vucevic,CHI,29,11,18,937,16,8,22,36.4,0,0,-,36.4
Noah Vonleh,BOS,19,15,4,160,2,1,3,33.3,0,1,0.0,33.3
Norman Powell,LAC,22,13,9,556,49,22,62,35.5,5,23,21.7,39.5
O.G. Anunoby,TOR,26,13,13,953,43,20,70,28.6,3,15,20.0,30.7
Obi Toppin,NYK,25,12,13,428,8,3,13,23.1,2,9,22.2,30.8
Ochai Agbaji,UTA,13,9,4,115,0,0,3,0.0,0,2,0.0,0.0
Onyeka Okongwu,ATL,29,15,14,611,4,2,3,66.7,0,0,-,66.7
Orlando Robinson,MIA,4,2,2,80,0,0,0,-,0,0,-,-
Oshae Brissett,IND,26,12,14,406,8,3,8,37.5,2,3,66.7,50.0
Otto Porter Jr.,TOR,8,4,4,146,4,2,6,33.3,0,1,0.0,33.3
Ousmane Dieng,OKC,14,6,8,220,0,0,6,0.0,0,3,0.0,0.0
P.J. Tucker,PHI,28,16,12,803,0,0,3,0.0,0,1,0.0,0.0
P.J. Washington,CHA,29,7,22,924,82,34,103,33.0,14,43,32.6,39.8
Paolo Banchero,ORL,24,8,16,836,103,47,139,33.8,9,42,21.4,37.1
Pascal Siakam,TOR,20,8,12,711,90,43,107,40.2,4,19,21.1,42.1
Pat Connaughton,MIL,13,9,4,249,3,1,3,33.3,1,2,50.0,50.0
Patrick Baldwin Jr.,GSW,7,2,5,36,0,0,0,-,0,0,-,-
Patrick Beverley,LAL,22,10,12,577,14,6,15,40.0,2,9,22.2,46.7
Patrick Williams,CHI,29,11,18,784,47,22,56,39.3,3,6,50.0,42.0
Patty Mills,BKN,21,10,11,253,22,10,23,43.5,2,7,28.6,47.8
Paul George,LAC,22,14,8,751,169,67,180,37.2,35,91,38.5,46.9
Paul Reed,PHI,25,15,10,268,2,1,2,50.0,0,0,-,50.0
Payton Pritchard,BOS,18,14,4,199,22,9,26,34.6,4,15,26.7,42.3
Peyton Watson,DEN,6,3,3,15,2,1,3,33.3,0,0,-,33.3
Precious Achiuwa,TOR,12,7,5,245,4,2,9,22.2,0,2,0.0,22.2
Quentin Grimes,NYK,20,11,9,494,11,4,12,33.3,3,6,50.0,45.8
R.J. Hampton,ORL,21,4,17,327,20,8,29,27.6,4,15,26.7,34.5
RJ Barrett,NYK,30,17,13,1031,27,12,55,21.8,3,19,15.8,24.5
Raul Neto,CLE,20,14,6,175,7,3,7,42.9,1,4,25.0,50.0
Reggie Bullock,DAL,29,15,14,802,6,3,11,27.3,0,5,0.0,27.3
Reggie Jackson,LAC,29,16,13,850,86,40,111,36.0,6,39,15.4,38.7
Richaun Holmes,SAC,16,8,8,140,0,0,0,-,0,0,-,-
Robert Covington,LAC,19,7,12,308,7,3,7,42.9,1,3,33.3,50.0
Robert Williams III,BOS,2,0,2,35,0,0,0,-,-,-,-,-
Robin Lopez,CLE,20,14,6,179,0,0,0,-,-,-,-,-
Rodney McGruder,DET,9,0,9,83,0,0,2,0.0,0,1,0.0,0.0
Romeo Langford,SAS,16,6,10,317,18,9,18,50.0,0,2,0.0,50.0
Ron Harper Jr.,TOR,2,1,1,8,0,0,1,0.0,0,1,0.0,0.0
Royce O'Neale,BKN,29,17,12,1036,29,10,32,31.3,9,25,36.0,45.3
Rudy Gay,UTA,18,11,7,284,12,6,21,28.6,0,5,0.0,28.6
Rudy Gobert,MIN,26,12,14,808,0,0,3,0.0,0,1,0.0,0.0
Rui Hachimura,WAS,16,9,7,376,40,20,46,43.5,0,1,0.0,43.5
Russell Westbrook,LAL,28,13,15,788,66,27,95,28.4,12,46,26.1,34.7
Ryan Arcidiacono,NYK,7,4,3,18,0,0,0,-,0,0,-,-
Ryan Rollins,GSW,9,5,4,46,0,0,2,0.0,0,1,0.0,0.0
Saben Lee,PHI,2,1,1,10,0,0,0,-,0,0,-,-
Saddiq Bey,DET,28,6,22,806,52,21,78,26.9,10,46,21.7,33.3
Sam Hauser,BOS,31,22,9,500,9,3,12,25.0,3,12,25.0,37.5
Sandro Mamukelashvili,MIL,13,10,3,113,0,0,0,-,0,0,-,-
Santi Aldama,MEM,28,18,10,686,11,4,14,28.6,3,8,37.5,39.3
Scottie Barnes,TOR,27,11,16,911,63,28,93,30.1,7,31,22.6,33.9
Scotty Pippen Jr.,LAL,2,0,2,8,0,0,1,0.0,-,-,-,0.0
Serge Ibaka,MIL,15,11,4,170,2,1,4,25.0,0,0,-,25.0
Seth Curry,BKN,20,14,6,435,71,31,62,50.0,9,20,45.0,57.3
Shaedon Sharpe,POR,29,16,13,590,63,27,78,34.6,9,38,23.7,40.4
Shai Gilgeous-Alexander,OKC,27,10,17,963,242,112,250,44.8,18,55,32.7,48.4
Shake Milton,PHI,24,16,8,594,36,17,54,31.5,2,12,16.7,33.3
Simone Fontecchio,UTA,17,10,7,167,19,7,18,38.9,5,14,35.7,52.8
Spencer Dinwiddie,DAL,29,15,14,910,125,46,131,35.1,33,95,34.7,47.7
Stanley Johnson,SAS,2,0,2,7,2,1,1,100,0,0,-,100
Stephen Curry,GSW,26,14,12,894,301,111,237,46.8,79,166,47.6,63.5
Steven Adams,MEM,26,17,9,689,0,0,1,0.0,0,0,-,0.0
Svi Mykhailiuk,NYK,10,6,4,32,6,2,4,50.0,2,4,50.0,75.0
T.J. McConnell,IND,28,13,15,490,43,21,44,47.7,1,3,33.3,48.9
T.J. Warren,BKN,7,6,1,112,20,10,16,62.5,0,1,0.0,62.5
Taj Gibson,WAS,18,4,14,125,6,3,6,50.0,0,1,0.0,50.0
Talen Horton-Tucker,UTA,29,14,15,478,57,23,62,37.1,11,36,30.6,46.0
Tari Eason,HOU,29,9,20,542,7,3,10,30.0,1,4,25.0,35.0
Taurean Prince,MIN,18,10,8,352,20,9,23,39.1,2,11,18.2,43.5
Terance Mann,LAC,31,18,13,692,49,21,42,50.0,7,18,38.9,58.3
Terence Davis,SAC,24,13,11,329,33,11,29,37.9,11,25,44.0,56.9
Terrence Ross,ORL,28,10,18,664,86,38,91,41.8,10,31,32.3,47.3
Terry Rozier,CHA,22,5,17,792,138,58,175,33.1,22,84,26.2,39.4
Terry Taylor,IND,16,7,9,128,2,1,3,33.3,0,0,-,33.3
Thaddeus Young,TOR,27,10,17,465,4,2,5,40.0,0,0,-,40.0
Thanasis Antetokounmpo,MIL,15,11,4,66,0,0,0,-,0,0,-,-
Theo Maledon,CHA,28,7,21,465,32,14,42,33.3,4,22,18.2,38.1
Theo Pinson,DAL,11,5,6,45,0,0,0,-,0,0,-,-
Thomas Bryant,LAL,15,9,6,244,2,1,2,50.0,0,1,0.0,50.0
Tim Hardaway Jr.,DAL,29,15,14,760,86,34,92,37.0,18,49,36.7,46.7
Tobias Harris,PHI,25,14,11,860,55,24,59,40.7,7,17,41.2,46.6
Tony Bradley,CHI,9,3,6,25,0,0,0,-,0,0,-,-
Torrey Craig,PHX,27,17,10,653,5,2,14,14.3,1,4,25.0,17.9
Trae Young,ATL,27,13,14,963,262,109,313,34.8,44,155,28.4,41.9
Tre Jones,SAS,28,9,19,851,65,32,107,29.9,1,14,7.1,30.4
Tre Mann,OKC,27,11,16,538,105,41,123,33.3,23,86,26.7,42.7
Trendon Watford,POR,21,11,10,376,2,1,4,25.0,0,1,0.0,25.0
Trent Forrest,ATL,13,5,8,196,14,7,12,58.3,0,1,0.0,58.3
Trevelin Queen,IND,2,1,1,20,0,0,2,0.0,0,2,0.0,0.0
Trevor Hudgins,HOU,1,0,1,4,0,0,0,-,0,0,-,-
Trevor Keels,NYK,1,1,0,1,0,0,0,-,0,0,-,-
Trey Lyles,SAC,22,13,9,304,3,1,7,14.3,1,5,20.0,21.4
Trey Murphy III,NOP,27,16,11,772,16,6,22,27.3,4,12,33.3,36.4
Troy Brown Jr.,LAL,26,12,14,609,27,11,27,40.7,5,11,45.5,50.0
Ty Jerome,GSW,15,5,10,224,8,4,13,30.8,0,2,0.0,30.8
TyTy Washington Jr.,HOU,4,0,4,36,2,1,3,33.3,0,1,0.0,33.3
Tyler Dorsey,DAL,2,1,1,7,6,3,3,100,0,0,-,100
Tyler Herro,MIA,23,13,10,802,205,79,183,43.2,47,103,45.6,56.0
Tyrese Haliburton,IND,29,14,15,970,231,86,210,41.0,59,150,39.3,55.0
Tyrese Martin,ATL,9,5,4,35,5,2,4,50.0,1,1,100,62.5
Tyrese Maxey,PHI,15,8,7,546,93,41,103,39.8,11,38,28.9,45.1
Tyus Jones,MEM,29,19,10,695,116,52,123,42.3,12,31,38.7,47.2
Udoka Azubuike,UTA,12,7,5,47,0,0,0,-,-,-,-,-
Udonis Haslem,MIA,5,3,2,37,0,0,1,0.0,0,0,-,0.0
Usman Garuba,HOU,27,9,18,401,0,0,1,0.0,0,1,0.0,0.0
Vernon Carey Jr.,WAS,3,2,1,5,0,0,0,-,-,-,-,-
Victor Oladipo,MIA,6,4,2,146,20,9,17,52.9,2,10,20.0,58.8
Vince Williams Jr.,MEM,6,3,3,40,0,0,0,-,0,0,-,-
Vit Krejci,ATL,14,7,7,98,8,3,4,75.0,2,3,66.7,100
Vlatko Cancar,DEN,20,12,8,211,3,1,4,25.0,1,2,50.0,37.5
Walker Kessler,UTA,29,15,14,497,0,0,0,-,-,-,-,-
Wendell Carter Jr.,ORL,15,5,10,493,27,13,28,46.4,1,2,50.0,48.2
Wendell Moore Jr.,MIN,13,7,6,86,3,1,4,25.0,1,2,50.0,37.5
Wenyen Gabriel,LAL,20,10,10,271,3,1,1,100,1,1,100,150.0
Wesley Matthews,MIL,21,15,6,311,4,2,7,28.6,0,3,0.0,28.6
Will Barton,WAS,29,11,18,661,81,32,91,35.2,17,52,32.7,44.5
Willy Hernangomez,NOP,12,9,3,106,0,0,0,-,0,0,-,-
Xavier Tillman,MEM,15,10,5,162,2,1,2,50.0,0,0,-,50.0
Yuta Watanabe,BKN,18,9,9,344,2,1,3,33.3,0,0,-,33.3
Zach Collins,SAS,18,8,10,375,2,1,6,16.7,0,2,0.0,16.7
Zach LaVine,CHI,25,10,15,854,162,65,179,36.3,32,96,33.3,45.3
Zeke Nnaji,DEN,20,11,9,185,0,0,0,-,0,0,-,-
Ziaire Williams,MEM,5,4,1,91,3,1,8,12.5,1,4,25.0,18.8
Zion Williamson,NOP,24,15,9,795,11,5,18,27.8,1,4,25.0,30.6
