Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Brandon Miller,CHA,20,1,1,0,31.6,12.0,5.0,16.0,31.3,0.0,6.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,26.6,0.0,0.0,3.0
Georges Niang,CLE,30,1,0,1,27.1,12.0,4.0,9.0,44.4,2.0,6.0,33.3,2.0,2.0,100.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,19.5,0.0,0.0,9.0
Jonathan Kuminga,GSW,21,2,1,1,18.9,12.0,5.5,9.0,61.1,0.0,1.5,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,13.9,0.0,0.0,1.0
Kevin Knox II,DET,24,1,0,1,28.6,12.0,5.0,8.0,62.5,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,3.0,16.3,0.0,0.0,-6.0
Khris Middleton,MIL,32,1,1,0,21.0,12.0,5.0,10.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,3.0,6.0,9.0,4.0,0.0,0.0,0.0,1.0,28.8,0.0,0.0,-2.0
Malik Monk,SAC,25,1,1,0,28.7,12.0,5.0,12.0,41.7,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,0.0,3.0,27.4,0.0,0.0,7.0
Mike Conley,MIN,36,2,2,0,31.0,12.0,3.5,6.5,53.8,2.0,3.5,57.1,3.0,3.0,100.0,1.0,1.5,2.5,7.0,2.5,1.0,0.0,2.0,26.0,0.0,0.0,8.0
Zach Collins,SAS,25,2,0,2,27.5,12.0,5.5,8.5,64.7,1.0,3.0,33.3,0.0,0.0,0.0,3.0,2.0,5.0,3.0,2.5,0.0,0.5,4.0,21.5,0.0,0.0,-17.5
Dorian Finney-Smith,BKN,30,3,2,1,28.1,11.7,4.3,8.3,52.0,3.0,6.0,50.0,0.0,0.0,0.0,2.0,1.3,3.3,0.7,0.0,0.3,0.7,2.0,19.7,0.0,0.0,-12.7
Collin Sexton,UTA,24,2,2,0,22.9,11.5,4.0,9.5,42.1,0.5,3.5,14.3,3.0,3.0,100.0,0.5,2.5,3.0,6.5,2.5,1.5,0.5,1.5,28.4,0.0,0.0,8.5
Jeremy Sochan,SAS,20,2,0,2,28.7,11.5,5.0,11.0,45.5,1.0,1.0,100.0,0.5,1.0,50.0,2.0,3.0,5.0,5.0,4.5,1.5,0.0,2.5,25.0,0.0,0.0,-19.5
Tyus Jones,WAS,27,2,0,2,29.0,11.5,4.5,8.5,52.9,1.5,3.0,50.0,1.0,1.5,66.7,0.0,3.0,3.0,4.5,1.0,0.0,0.5,1.5,22.4,0.0,0.0,-21.5
Ziaire Williams,MEM,22,2,0,2,26.4,11.5,4.5,12.0,37.5,1.5,4.0,37.5,1.0,1.0,100.0,0.0,3.5,3.5,1.5,1.5,1.0,1.0,4.5,22.5,0.0,0.0,-15.5
Derrick White,BOS,29,1,1,0,26.8,11.0,4.0,10.0,40.0,2.0,5.0,40.0,1.0,2.0,50.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,2.0,26.3,0.0,0.0,1.0
Isaiah Joe,OKC,24,3,1,2,20.0,11.0,3.3,6.7,50.0,2.7,5.3,50.0,1.7,2.0,83.3,0.0,1.0,1.0,0.7,0.7,1.0,0.0,0.3,15.5,0.0,0.0,7.7
Jaden Ivey,DET,21,1,0,1,20.7,11.0,4.0,7.0,57.1,1.0,2.0,50.0,2.0,4.0,50.0,3.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,26.5,0.0,0.0,1.0
Joe Ingles,ORL,36,1,0,1,20.9,11.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,25.6,0.0,0.0,-10.0
Johnny Davis,WAS,21,1,0,1,13.1,11.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,15.2,0.0,0.0,19.0
Keita Bates-Diop,PHX,27,1,0,1,29.8,11.0,4.0,11.0,36.4,1.0,6.0,16.7,2.0,2.0,100.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,-6.0
Keyonte George,UTA,20,2,2,0,27.9,11.0,3.0,10.5,28.6,1.5,6.5,23.1,3.5,3.5,100.0,0.0,3.5,3.5,9.0,2.0,0.5,0.5,1.5,29.7,0.0,0.0,4.5
Moritz Wagner,ORL,26,1,0,1,21.3,11.0,3.0,4.0,75.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,5.0,6.0,4.0,1.0,0.0,0.0,3.0,23.2,0.0,0.0,-7.0
Moussa Diabate,LAC,21,1,0,1,15.8,11.0,4.0,6.0,66.7,0.0,0.0,0.0,3.0,4.0,75.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,21.8,0.0,0.0,2.0
Russell Westbrook,LAC,35,2,0,2,22.4,11.0,4.5,11.5,39.1,0.0,1.0,0.0,2.0,2.5,80.0,1.5,4.0,5.5,2.5,2.5,2.5,0.0,2.0,26.4,0.0,0.0,-12.5
T.J. McConnell,IND,31,1,1,0,13.1,11.0,5.0,8.0,62.5,0.0,2.0,0.0,1.0,1.0,100.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,18.1,0.0,0.0,-7.0
Ivica Zubac,LAC,26,2,0,2,24.2,10.5,3.5,8.5,41.2,0.0,0.0,0.0,3.5,5.0,70.0,6.0,4.5,10.5,2.0,0.5,0.0,1.5,3.5,30.1,0.0,0.0,-1.0
Jonas Valanciunas,NOP,31,2,1,1,25.8,10.5,5.0,8.5,58.8,0.5,1.5,33.3,0.0,0.5,0.0,1.5,4.5,6.0,3.0,1.0,0.5,3.0,3.5,31.7,0.0,0.0,12.5
Ochai Agbaji,UTA,23,2,2,0,28.1,10.5,4.0,7.5,53.3,1.5,3.5,42.9,1.0,1.0,100.0,2.5,4.5,7.0,1.0,0.5,1.5,1.5,2.0,28.9,0.0,0.0,4.0
Xavier Tillman,MEM,24,2,0,2,23.2,10.5,4.5,7.5,60.0,1.5,2.5,60.0,0.0,0.0,0.0,1.0,3.5,4.5,3.5,1.0,1.0,1.0,3.0,26.2,0.0,0.0,-7.5
Cason Wallace,OKC,20,3,1,2,27.1,10.0,4.3,7.3,59.1,1.3,2.7,50.0,0.0,0.0,0.0,1.0,2.3,3.3,2.0,0.7,0.7,1.0,1.0,21.3,0.0,0.0,5.0
Cole Anthony,ORL,23,1,0,1,27.9,10.0,2.0,10.0,20.0,2.0,8.0,25.0,4.0,4.0,100.0,3.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,16.2,0.0,0.0,1.0
Dillon Brooks,HOU,27,1,1,0,20.9,10.0,3.0,7.0,42.9,1.0,1.0,100.0,3.0,5.0,60.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,24.4,0.0,0.0,13.0
Dyson Daniels,NOP,20,2,1,1,34.8,10.0,3.0,8.0,37.5,1.0,4.0,25.0,3.0,3.0,100.0,1.5,4.5,6.0,4.0,1.5,2.0,0.0,3.0,27.7,1.0,0.0,10.0
Haywood Highsmith,MIA,26,2,2,0,27.3,10.0,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,0.5,1.5,2.0,1.0,1.0,2.5,1.0,2.0,23.4,0.0,0.0,8.0
Isaiah Stewart,DET,22,2,0,2,25.5,10.0,4.0,9.5,42.1,1.5,5.0,30.0,0.5,0.5,100.0,0.5,3.0,3.5,1.0,1.5,0.0,1.0,3.0,17.2,0.0,0.0,-8.0
Jalen Suggs,ORL,22,1,0,1,32.0,10.0,4.0,13.0,30.8,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,21.4,0.0,0.0,-27.0
Jarrett Allen,CLE,25,1,0,1,21.1,10.0,4.0,6.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,2.0,5.0,7.0,0.0,1.0,1.0,2.0,4.0,26.4,0.0,0.0,-1.0
Max Strus,CLE,27,1,0,1,28.3,10.0,4.0,9.0,44.4,1.0,6.0,16.7,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,16.2,0.0,0.0,3.0
Patrick Williams,CHI,22,1,0,1,20.9,10.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,1.0,1.0,18.5,0.0,0.0,10.0
Rudy Gobert,MIN,31,2,2,0,34.5,10.0,3.5,9.0,38.9,0.0,0.0,0.0,3.0,3.5,85.7,5.0,6.5,11.5,1.5,1.5,0.5,1.5,3.5,30.6,1.0,0.0,4.5
Stanley Umude,DET,24,1,0,1,17.3,10.0,1.0,2.0,50.0,1.0,2.0,50.0,7.0,8.0,87.5,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,16.3,0.0,0.0,-2.0
Aaron Nesmith,IND,24,2,2,0,24.9,9.5,3.5,8.0,43.8,1.5,4.5,33.3,1.0,3.0,33.3,0.5,4.0,4.5,1.0,1.5,1.5,1.0,3.5,22.4,0.0,0.0,-4.5
Bilal Coulibaly,WAS,19,2,0,2,23.0,9.5,3.0,4.5,66.7,1.5,3.0,50.0,2.0,3.0,66.7,0.0,2.5,2.5,2.0,1.5,0.0,0.0,1.0,14.0,0.0,0.0,14.0
Christian Braun,DEN,22,2,2,0,17.3,9.5,4.0,5.0,80.0,0.0,0.0,0.0,1.5,1.5,100.0,1.0,2.0,3.0,0.5,0.5,0.5,0.0,3.0,14.9,0.0,0.0,-4.0
Moses Moody,GSW,21,2,1,1,15.6,9.5,3.5,6.5,53.8,1.5,3.5,42.9,1.0,1.0,100.0,1.0,0.5,1.5,2.0,0.5,1.0,0.0,1.5,16.8,0.0,0.0,-4.0
Dennis Smith Jr.,BKN,25,3,2,1,20.8,9.0,3.7,8.7,42.3,0.3,1.3,25.0,1.3,1.3,100.0,1.0,1.7,2.7,4.3,0.7,1.0,0.0,2.3,21.0,0.0,0.0,6.0
Grayson Allen,PHX,28,1,0,1,31.7,9.0,4.0,8.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,7.0,9.0,4.0,2.0,1.0,0.0,6.0,26.8,0.0,0.0,-5.0
Jalen Smith,IND,23,2,2,0,10.0,9.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.5,0.0,1.0,1.5,2.5,1.5,1.5,0.0,0.5,2.0,14.3,0.0,0.0,-3.0
Kelly Olynyk,UTA,32,2,2,0,22.3,9.0,3.0,5.5,54.5,1.0,1.5,66.7,2.0,2.0,100.0,4.0,6.0,10.0,2.5,2.5,1.0,0.5,2.0,26.8,1.0,0.0,8.0
Kenrich Williams,OKC,28,1,1,0,14.9,9.0,4.0,7.0,57.1,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,13.0
Klay Thompson,GSW,33,2,1,1,17.2,9.0,3.0,5.5,54.5,2.0,3.5,57.1,1.0,1.0,100.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,2.0,11.1,0.0,0.0,-1.0
Kristaps Porzingis,BOS,28,1,1,0,24.7,9.0,2.0,4.0,50.0,0.0,2.0,0.0,5.0,5.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,17.4,0.0,0.0,20.0
Jaden Hardy,DAL,21,3,1,2,14.9,8.7,3.7,8.7,42.3,1.0,3.0,33.3,0.3,0.7,50.0,0.3,2.0,2.3,2.0,1.0,0.3,0.0,2.0,14.5,0.0,0.0,-0.7
James Wiseman,DET,22,2,0,2,10.4,8.5,4.0,4.5,88.9,0.0,0.0,0.0,0.5,1.0,50.0,2.0,2.0,4.0,0.5,0.0,0.0,0.0,1.5,14.1,0.0,0.0,-4.5
Kentavious Caldwell-Pope,DEN,30,2,2,0,37.9,8.5,2.5,5.0,50.0,2.0,3.0,66.7,1.5,2.5,60.0,0.0,3.0,3.0,2.5,1.0,1.5,0.0,1.5,19.4,0.0,0.0,9.0
Malaki Branham,SAS,20,2,0,2,21.0,8.5,4.0,12.0,33.3,0.0,4.0,0.0,0.5,1.0,50.0,0.5,1.5,2.0,0.5,1.5,1.5,0.0,1.0,14.7,0.0,0.0,-18.0
Naz Reid,MIN,24,2,2,0,17.3,8.5,3.5,6.0,58.3,1.5,3.0,50.0,0.0,0.0,0.0,0.5,2.0,2.5,0.0,0.5,0.0,1.0,2.5,14.0,0.0,0.0,-0.5
Talen Horton-Tucker,UTA,22,2,2,0,19.7,8.5,3.0,6.0,50.0,1.5,3.0,50.0,1.0,1.0,100.0,1.0,2.0,3.0,2.5,1.5,1.0,0.5,2.5,18.9,0.0,0.0,6.5
Derrick Jones Jr.,DAL,26,3,1,2,21.4,8.3,3.0,6.3,47.4,1.0,3.3,30.0,1.3,1.3,100.0,2.3,2.3,4.7,2.0,0.3,1.7,0.3,0.7,22.6,1.0,0.0,3.3
Grant Williams,DAL,24,3,1,2,24.2,8.3,2.7,6.0,44.4,2.0,4.0,50.0,1.0,1.3,75.0,0.7,2.0,2.7,1.0,1.3,0.3,1.0,2.7,15.7,0.0,0.0,-9.7
Royce O'Neale,BKN,30,3,2,1,30.8,8.3,2.7,6.3,42.1,2.7,6.0,44.4,0.3,0.7,50.0,0.0,4.0,4.0,4.3,0.7,0.0,0.3,3.7,20.0,0.0,0.0,-0.3
Ben Simmons,BKN,27,1,1,0,32.7,8.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,6.0,4.0,1.0,0.0,3.0,26.8,0.0,0.0,-9.0
Buddy Hield,IND,30,2,2,0,29.6,8.0,3.0,7.0,42.9,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.5,3.5,1.5,3.0,0.5,0.5,2.0,14.5,0.0,0.0,13.0
Chris Paul,GSW,38,2,1,1,31.9,8.0,3.0,10.0,30.0,1.0,2.5,40.0,1.0,1.5,66.7,0.0,3.5,3.5,8.5,2.0,2.5,0.5,0.5,32.0,0.0,0.0,-1.5
Clint Capela,ATL,29,1,1,0,26.6,8.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,6.0,8.0,1.0,3.0,2.0,3.0,5.0,31.1,0.0,0.0,8.0
Gary Payton II,GSW,30,2,1,1,18.9,8.0,3.5,5.5,63.6,1.0,3.0,33.3,0.0,0.0,0.0,0.5,2.5,3.0,1.5,0.5,1.0,0.0,1.5,16.4,0.0,0.0,3.0
Josh Richardson,MIA,30,2,2,0,29.3,8.0,3.0,8.0,37.5,0.5,4.0,12.5,1.5,1.5,100.0,0.5,3.5,4.0,5.5,1.5,0.5,0.5,2.0,22.6,0.0,0.0,4.5
Kelly Oubre Jr.,PHI,27,1,1,0,26.4,8.0,3.0,9.0,33.3,0.0,3.0,0.0,2.0,3.0,66.7,2.0,6.0,8.0,1.0,0.0,2.0,0.0,3.0,25.1,0.0,0.0,7.0
Keon Ellis,SAC,23,1,1,0,30.7,8.0,2.0,8.0,25.0,1.0,7.0,14.3,3.0,4.0,75.0,1.0,3.0,4.0,2.0,1.0,0.0,3.0,3.0,23.8,0.0,0.0,4.0
Nic Claxton,BKN,24,1,1,0,20.8,8.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,0.0,1.0,1.0,2.0,4.0,23.2,0.0,0.0,20.0
Onyeka Okongwu,ATL,22,1,1,0,21.4,8.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,2.0,0.0,1.0,5.0,22.8,0.0,0.0,-2.0
Robert Williams III,POR,26,1,1,0,19.8,8.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,3.0,66.7,4.0,6.0,10.0,0.0,1.0,2.0,1.0,1.0,28.0,0.0,0.0,-5.0
Tre Jones,SAS,23,1,0,1,25.8,8.0,4.0,8.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,22.8,0.0,0.0,7.0
Jacob Gilyard,MEM,25,3,0,3,22.4,7.7,2.7,5.0,53.3,2.3,4.7,50.0,0.0,0.0,0.0,1.0,1.3,2.3,4.0,1.3,1.0,0.0,1.3,18.1,0.0,0.0,-2.7
Danilo Gallinari,WAS,35,2,0,2,13.7,7.5,3.0,5.5,54.5,0.5,2.5,20.0,1.0,2.0,50.0,1.0,1.0,2.0,3.5,1.0,0.0,0.0,0.5,14.2,0.0,0.0,2.5
Draymond Green,GSW,33,2,1,1,15.3,7.5,2.5,5.5,45.5,1.0,2.0,50.0,1.5,1.5,100.0,1.0,2.5,3.5,1.5,2.0,0.0,0.5,3.0,13.5,0.0,0.0,-1.5
Skylar Mays,POR,26,2,1,1,23.2,7.5,3.0,8.0,37.5,0.5,3.0,16.7,1.0,1.0,100.0,0.0,3.0,3.0,5.5,1.5,0.5,1.0,0.5,22.4,0.0,0.0,-4.0
Taurean Prince,LAL,29,2,2,0,31.1,7.5,3.0,7.0,42.9,1.0,4.5,22.2,0.5,1.0,50.0,0.0,2.0,2.0,0.5,0.0,0.5,1.0,3.5,15.2,0.0,0.0,6.0
Day'Ron Sharpe,BKN,22,3,2,1,17.4,7.3,2.7,4.7,57.1,0.0,0.3,0.0,2.0,3.3,60.0,2.0,5.7,7.7,0.3,1.3,0.0,0.3,3.0,16.7,1.0,0.0,3.7
Andre Drummond,CHI,30,1,0,1,12.3,7.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,13.8,0.0,0.0,-9.0
Bryce McGowens,CHA,21,2,1,1,20.9,7.0,2.5,4.5,55.6,1.5,3.0,50.0,0.5,1.0,50.0,0.0,3.0,3.0,1.0,1.0,0.5,0.0,3.5,12.6,0.0,0.0,-5.5
Daniel Gafford,WAS,25,2,0,2,24.9,7.0,2.5,4.0,62.5,0.0,0.0,0.0,2.0,3.0,66.7,2.5,4.5,7.0,1.0,2.0,1.0,3.0,4.5,26.9,0.0,0.0,-13.0
Harry Giles III,BKN,25,1,0,1,5.9,7.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.2,0.0,0.0,6.0
Isaiah Jackson,IND,21,1,1,0,17.4,7.0,1.0,4.0,25.0,0.0,0.0,0.0,5.0,8.0,62.5,5.0,4.0,9.0,2.0,1.0,0.0,1.0,4.0,22.8,0.0,0.0,-2.0
Jae'Sean Tate,HOU,28,1,1,0,24.0,7.0,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,4.0,22.6,0.0,0.0,1.0
Kobe Brown,LAC,23,1,0,1,12.7,7.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.2,0.0,0.0,10.0
Kyle Anderson,MIN,30,2,2,0,26.8,7.0,2.5,5.5,45.5,0.0,1.0,0.0,2.0,3.0,66.7,0.5,4.0,4.5,3.5,3.0,0.5,0.5,2.5,17.7,0.0,0.0,10.0
Luke Kornet,BOS,28,1,1,0,17.9,7.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,6.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,22.3,0.0,0.0,-2.0
Nickeil Alexander-Walker,MIN,25,2,2,0,22.0,7.0,2.5,4.5,55.6,1.0,2.5,40.0,1.0,1.0,100.0,0.0,1.5,1.5,2.5,1.0,0.5,1.0,0.5,16.1,0.0,0.0,-2.5
Norman Powell,LAC,30,2,0,2,18.5,7.0,2.0,4.0,50.0,1.0,1.5,66.7,2.0,2.5,80.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,3.0,7.4,0.0,0.0,-15.0
Ryan Rollins,WAS,21,1,0,1,7.3,7.0,2.0,4.0,50.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,14.2,0.0,0.0,15.0
Toumani Camara,POR,23,2,1,1,28.6,7.0,2.5,7.0,35.7,1.0,3.5,28.6,1.0,1.5,66.7,2.5,1.5,4.0,1.0,1.5,1.0,1.0,3.0,17.8,0.0,0.0,-3.0
Bennedict Mathurin,IND,21,2,2,0,20.0,6.5,2.5,7.5,33.3,1.5,3.0,50.0,0.0,1.5,0.0,0.5,1.0,1.5,2.5,1.5,0.5,0.0,0.5,12.1,0.0,0.0,-0.5
Jaxson Hayes,LAL,23,2,2,0,13.0,6.5,2.5,2.5,100.0,0.0,0.0,0.0,1.5,2.0,75.0,0.5,0.5,1.0,0.5,0.5,0.5,1.5,1.5,14.0,0.0,0.0,0.5
Thomas Bryant,MIA,26,2,2,0,10.7,6.5,3.0,5.0,60.0,0.0,0.0,0.0,0.5,1.0,50.0,1.5,1.0,2.5,0.0,1.0,0.0,0.5,2.0,10.0,0.0,0.0,3.0
Vasilije Micic,OKC,29,2,1,1,15.6,6.5,2.0,4.5,44.4,1.5,2.5,60.0,1.0,2.0,50.0,0.0,1.0,1.0,3.5,1.0,0.5,0.0,1.0,13.5,0.0,0.0,7.0
Dwight Powell,DAL,32,3,1,2,16.4,6.3,2.0,4.0,50.0,0.0,0.0,0.0,2.3,2.3,100.0,2.7,1.7,4.3,2.0,0.7,0.3,0.3,2.0,15.9,0.0,0.0,-5.0
Luke Kennard,MEM,27,3,0,3,17.8,6.3,2.3,7.7,30.4,1.7,5.3,31.3,0.0,0.0,0.0,0.7,3.3,4.0,1.3,0.0,0.0,0.3,0.7,14.1,0.0,0.0,-9.7
Marcus Smart,MEM,29,3,0,3,24.3,6.3,2.7,8.0,33.3,0.3,3.7,9.1,0.7,0.7,100.0,0.3,1.3,1.7,2.3,2.0,0.7,0.7,2.7,13.8,0.0,0.0,-5.3
Amir Coffey,LAC,26,1,0,1,12.9,6.0,2.0,6.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.4,0.0,0.0,8.0
Anthony Gill,WAS,31,1,0,1,6.6,6.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,10.4,0.0,0.0,18.0
Cory Joseph,GSW,32,1,0,1,13.2,6.0,2.0,6.0,33.3,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,6.0
JT Thor,CHA,21,2,1,1,24.0,6.0,2.5,6.5,38.5,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.5,4.5,1.5,0.0,0.0,0.0,1.0,13.7,0.0,0.0,5.0
Jabari Smith Jr.,HOU,20,1,1,0,23.1,6.0,2.0,8.0,25.0,1.0,4.0,25.0,1.0,1.0,100.0,1.0,6.0,7.0,2.0,2.0,0.0,0.0,3.0,15.4,0.0,0.0,-8.0
Jabari Walker,POR,21,2,1,1,15.4,6.0,2.5,4.5,55.6,1.0,1.5,66.7,0.0,0.0,0.0,1.5,4.5,6.0,0.0,0.0,1.0,1.0,1.0,19.2,0.0,0.0,-7.5
Josh Green,DAL,23,3,1,2,24.2,6.0,2.3,5.0,46.7,1.3,3.7,36.4,0.0,0.0,0.0,0.7,2.7,3.3,3.0,0.7,0.7,0.0,1.7,15.8,0.0,0.0,-8.3
Josh Hart,NYK,28,1,0,1,36.0,6.0,2.0,9.0,22.2,0.0,4.0,0.0,2.0,2.0,100.0,2.0,8.0,10.0,5.0,0.0,3.0,1.0,4.0,37.5,0.0,0.0,1.0
Keldon Johnson,SAS,24,1,0,1,33.3,6.0,2.0,10.0,20.0,0.0,3.0,0.0,2.0,4.0,50.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,12.5,0.0,0.0,-9.0
Richaun Holmes,DAL,30,1,0,1,12.0,6.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,1.0,0.0,0.0,2.0,13.4,0.0,0.0,8.0
Sasha Vezenkov,SAC,28,1,1,0,8.4,6.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.2,0.0,0.0,5.0
Shake Milton,MIN,27,2,2,0,14.9,6.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,1.5,66.7,0.5,3.0,3.5,2.0,1.5,0.0,0.0,3.0,11.7,0.0,0.0,4.0
Dante Exum,DAL,28,3,1,2,10.6,5.7,2.3,4.3,53.8,0.7,1.7,40.0,0.3,0.3,100.0,0.7,0.3,1.0,2.7,0.3,0.0,0.0,1.7,10.5,0.0,0.0,4.0
Landry Shamet,WAS,26,2,0,2,15.5,5.5,2.0,6.0,33.3,1.0,4.5,22.2,0.5,0.5,100.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.5,7.1,0.0,0.0,-8.0
Matisse Thybulle,POR,26,2,1,1,20.3,5.5,2.0,4.5,44.4,1.5,4.0,37.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,10.5,0.0,0.0,-8.0
Terance Mann,LAC,27,2,0,2,28.6,5.5,2.5,4.5,55.6,0.5,1.5,33.3,0.0,0.0,0.0,3.5,2.5,6.0,4.0,0.5,0.0,0.0,3.5,18.2,0.0,0.0,-6.5
AJ Griffin,ATL,20,1,1,0,8.2,5.0,1.0,3.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0
Aaron Holiday,HOU,27,1,1,0,14.4,5.0,1.0,5.0,20.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,8.0
Aaron Wiggins,OKC,24,2,1,1,11.0,5.0,2.0,3.5,57.1,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,10.0,0.0,0.0,-2.5
Bismack Biyombo,MEM,31,3,0,3,19.0,5.0,1.7,5.0,33.3,0.0,0.0,0.0,1.7,2.0,83.3,5.0,2.7,7.7,1.3,0.0,0.3,0.7,2.3,19.2,1.0,0.0,-8.7
Isaac Okoro,CLE,22,1,0,1,23.0,5.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,14.2,0.0,0.0,-19.0
Jaden McDaniels,MIN,23,2,2,0,13.9,5.0,2.5,6.0,41.7,0.0,1.5,0.0,0.0,0.0,0.0,1.0,1.5,2.5,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,0.5
Jalen Pickett,DEN,24,1,1,0,16.8,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,11.4,0.0,0.0,-4.0
Jared Rhoden,DET,24,1,0,1,7.2,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
