Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CTTouches,Time OfPoss,Avg Sec PerTouch,Avg Drib PerTouch,PTS PerTouch,ElbowTouches,PostUps,PaintTouches,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch
Vasilije Micic,OKC,7,5,2,77,22,139,89,7,3.13,2.73,0.158,1,0,2,0.0,0.0,0.0
Victor Wembanyama,SAS,17,3,14,511,326,875,560,31,2.12,1.11,0.373,52,54,126,0.615,0.5,0.905
Vince Williams Jr.,MEM,8,0,8,76,21,108,57,4,2.11,1.3,0.194,1,0,4,0.0,0.0,0.5
Walker Kessler,UTA,9,3,6,213,77,319,189,7,1.27,0.19,0.241,16,3,64,0.438,0.667,0.969
Wendell Carter Jr.,ORL,5,3,2,147,47,196,125,6,1.7,0.68,0.24,15,1,33,0.0,0.0,0.879
Wendell Moore Jr.,MIN,1,1,0,2,0,3,2,0,2.77,2.67,0.0,0,0,0,0.0,0.0,0.0
Wesley Matthews,ATL,6,1,5,52,17,44,28,1,1.13,0.27,0.386,0,0,2,0.0,0.0,0.5
Xavier Tillman,MEM,7,0,7,180,65,295,164,9,1.75,0.85,0.22,33,1,33,0.303,0.0,0.424
Yuta Watanabe,PHX,13,7,6,238,71,277,157,7,1.5,0.84,0.256,2,0,7,0.0,0.0,0.286
Zach Collins,SAS,17,3,14,496,240,856,603,25,1.78,0.64,0.28,79,47,107,0.456,0.66,0.776
Zach LaVine,CHI,16,5,11,580,364,1067,482,72,4.07,3.57,0.341,10,3,8,0.6,0.0,1.0
Zeke Nnaji,DEN,15,9,6,161,54,185,131,5,1.51,0.47,0.292,22,2,32,0.545,2.0,0.938
Ziaire Williams,MEM,15,3,12,345,130,500,273,25,3.02,2.2,0.26,10,0,20,0.4,0.0,1.0
Zion Williamson,NOP,13,8,5,410,301,802,492,44,3.33,2.92,0.375,45,32,61,0.533,0.313,1.262
